STORE_CODE,DATE,SALES_VALUE,SALES_QTY
1,2014-12-05,141766.38,9198
10,2014-12-05,80515.9,5551
11,2014-12-05,79775.64,5418
12,2014-12-05,79775.64,5418
13,2014-12-05,141766.38,9198
14,2014-12-05,141766.38,9198
15,2014-12-05,141766.38,9198
16,2014-12-05,141766.38,9198
17,2014-12-05,67699.8,5040
18,2014-12-05,67699.8,5040
19,2014-12-05,67699.8,5040
20,2014-12-05,67699.8,5040
3,2014-12-05,141766.38,9198
4,2014-12-05,141766.38,9198
5,2014-12-05,141766.38,9198
6,2014-12-05,141766.38,9198
7,2014-12-05,141766.38,9198
8,2014-12-05,141766.38,9198
9,2014-12-05,81693.9,5689
1,2014-12-06,106887.35,6935
10,2014-12-06,60705.75,4186
11,2014-12-06,60148.3,4085
12,2014-12-06,60148.3,4085
13,2014-12-06,106887.35,6935
14,2014-12-06,106887.35,6935
15,2014-12-06,106887.35,6935
16,2014-12-06,106887.35,6935
17,2014-12-06,51043.5,3800
18,2014-12-06,51043.5,3800
19,2014-12-06,51043.5,3800
20,2014-12-06,51043.5,3800
3,2014-12-06,106887.35,6935
4,2014-12-06,106887.35,6935
5,2014-12-06,106887.35,6935
6,2014-12-06,106887.35,6935
7,2014-12-06,106887.35,6935
8,2014-12-06,106887.35,6935
9,2014-12-06,61595.75,4289
1,2014-12-07,120388.91,7811
10,2014-12-07,68377.55,4715
11,2014-12-07,67745.98,4601
12,2014-12-07,67745.98,4601
13,2014-12-07,120388.91,7811
14,2014-12-07,120388.91,7811
15,2014-12-07,120388.91,7811
16,2014-12-07,120388.91,7811
17,2014-12-07,57491.1,4280
18,2014-12-07,57491.1,4280
19,2014-12-07,57491.1,4280
20,2014-12-07,57491.1,4280
3,2014-12-07,120388.91,7811
4,2014-12-07,120388.91,7811
5,2014-12-07,120388.91,7811
6,2014-12-07,120388.91,7811
7,2014-12-07,120388.91,7811
8,2014-12-07,120388.91,7811
9,2014-12-07,69380.55,4833
1,2014-12-08,133890.47,8687
10,2014-12-08,76034.35,5241
11,2014-12-08,75343.66,5117
12,2014-12-08,75343.66,5117
13,2014-12-08,133890.47,8687
14,2014-12-08,133890.47,8687
15,2014-12-08,133890.47,8687
16,2014-12-08,133890.47,8687
17,2014-12-08,63938.7,4760
18,2014-12-08,63938.7,4760
19,2014-12-08,63938.7,4760
20,2014-12-08,63938.7,4760
3,2014-12-08,133890.47,8687
4,2014-12-08,133890.47,8687
5,2014-12-08,133890.47,8687
6,2014-12-08,133890.47,8687
7,2014-12-08,133890.47,8687
8,2014-12-08,133890.47,8687
9,2014-12-08,77144.35,5373
1,2014-12-09,183396.19,11899
10,2014-12-09,104173.95,7182
11,2014-12-09,103201.82,7009
12,2014-12-09,103201.82,7009
13,2014-12-09,183396.19,11899
14,2014-12-09,183396.19,11899
15,2014-12-09,183396.19,11899
16,2014-12-09,183396.19,11899
17,2014-12-09,87579.9,6520
18,2014-12-09,87579.9,6520
19,2014-12-09,87579.9,6520
20,2014-12-09,87579.9,6520
3,2014-12-09,183396.19,11899
4,2014-12-09,183396.19,11899
5,2014-12-09,183396.19,11899
6,2014-12-09,183396.19,11899
7,2014-12-09,183396.19,11899
8,2014-12-09,183396.19,11899
9,2014-12-09,105709.95,7362
1,2014-12-10,178895.67,11607
10,2014-12-10,101606.35,7004
11,2014-12-10,100669.26,6837
12,2014-12-10,100669.26,6837
13,2014-12-10,178895.67,11607
14,2014-12-10,178895.67,11607
15,2014-12-10,178895.67,11607
16,2014-12-10,178895.67,11607
17,2014-12-10,85430.7,6360
18,2014-12-10,85430.7,6360
19,2014-12-10,85430.7,6360
20,2014-12-10,85430.7,6360
3,2014-12-10,178895.67,11607
4,2014-12-10,178895.67,11607
5,2014-12-10,178895.67,11607
6,2014-12-10,178895.67,11607
7,2014-12-10,178895.67,11607
8,2014-12-10,178895.67,11607
9,2014-12-10,103099.35,7180
1,2014-12-11,185646.45,12045
10,2014-12-11,105425.25,7268
11,2014-12-11,104468.1,7095
12,2014-12-11,104468.1,7095
13,2014-12-11,185646.45,12045
14,2014-12-11,185646.45,12045
15,2014-12-11,185646.45,12045
16,2014-12-11,185646.45,12045
17,2014-12-11,88654.5,6600
18,2014-12-11,88654.5,6600
19,2014-12-11,88654.5,6600
20,2014-12-11,88654.5,6600
3,2014-12-11,185646.45,12045
4,2014-12-11,185646.45,12045
5,2014-12-11,185646.45,12045
6,2014-12-11,185646.45,12045
7,2014-12-11,185646.45,12045
8,2014-12-11,185646.45,12045
9,2014-12-11,106965.25,7450
1,2014-12-12,141766.38,9198
10,2014-12-12,80525.9,5552
11,2014-12-12,79775.64,5418
12,2014-12-12,79775.64,5418
13,2014-12-12,141766.38,9198
14,2014-12-12,141766.38,9198
15,2014-12-12,141766.38,9198
16,2014-12-12,141766.38,9198
17,2014-12-12,67699.8,5040
18,2014-12-12,67699.8,5040
19,2014-12-12,67699.8,5040
20,2014-12-12,67699.8,5040
3,2014-12-12,141766.38,9198
4,2014-12-12,141766.38,9198
5,2014-12-12,141766.38,9198
6,2014-12-12,141766.38,9198
7,2014-12-12,141766.38,9198
8,2014-12-12,141766.38,9198
9,2014-12-12,81712.9,5691
1,2014-12-13,118138.65,7665
10,2014-12-13,67109.25,4627
11,2014-12-13,66479.7,4515
12,2014-12-13,66479.7,4515
13,2014-12-13,118138.65,7665
14,2014-12-13,118138.65,7665
15,2014-12-13,118138.65,7665
16,2014-12-13,118138.65,7665
17,2014-12-13,56416.5,4200
18,2014-12-13,56416.5,4200
19,2014-12-13,56416.5,4200
20,2014-12-13,56416.5,4200
3,2014-12-13,118138.65,7665
4,2014-12-13,118138.65,7665
5,2014-12-13,118138.65,7665
6,2014-12-13,118138.65,7665
7,2014-12-13,118138.65,7665
8,2014-12-13,118138.65,7665
9,2014-12-13,68099.25,4742
1,2014-12-14,110262.74,7154
10,2014-12-14,62627.7,4318
11,2014-12-14,62047.72,4214
12,2014-12-14,62047.72,4214
13,2014-12-14,110262.74,7154
14,2014-12-14,110262.74,7154
15,2014-12-14,110262.74,7154
16,2014-12-14,110262.74,7154
17,2014-12-14,52655.4,3920
18,2014-12-14,52655.4,3920
19,2014-12-14,52655.4,3920
20,2014-12-14,52655.4,3920
3,2014-12-14,110262.74,7154
4,2014-12-14,110262.74,7154
5,2014-12-14,110262.74,7154
6,2014-12-14,110262.74,7154
7,2014-12-14,110262.74,7154
8,2014-12-14,110262.74,7154
9,2014-12-14,63547.7,4426
1,2014-12-15,130515.08,8468
10,2014-12-15,74129.4,5110
11,2014-12-15,73444.24,4988
12,2014-12-15,73444.24,4988
13,2014-12-15,130515.08,8468
14,2014-12-15,130515.08,8468
15,2014-12-15,130515.08,8468
16,2014-12-15,130515.08,8468
17,2014-12-15,62326.8,4640
18,2014-12-15,62326.8,4640
19,2014-12-15,62326.8,4640
20,2014-12-15,62326.8,4640
3,2014-12-15,130515.08,8468
4,2014-12-15,130515.08,8468
5,2014-12-15,130515.08,8468
6,2014-12-15,130515.08,8468
7,2014-12-15,130515.08,8468
8,2014-12-15,130515.08,8468
9,2014-12-15,75219.4,5237
1,2014-12-16,217150.09,14089
10,2014-12-16,123334.45,8504
11,2014-12-16,122196.02,8299
12,2014-12-16,122196.02,8299
13,2014-12-16,217150.09,14089
14,2014-12-16,217150.09,14089
15,2014-12-16,217150.09,14089
16,2014-12-16,217150.09,14089
17,2014-12-16,103698.9,7720
18,2014-12-16,103698.9,7720
19,2014-12-16,103698.9,7720
20,2014-12-16,103698.9,7720
3,2014-12-16,217150.09,14089
4,2014-12-16,217150.09,14089
5,2014-12-16,217150.09,14089
6,2014-12-16,217150.09,14089
7,2014-12-16,217150.09,14089
8,2014-12-16,217150.09,14089
9,2014-12-16,125144.45,8716
1,2014-12-17,182271.06,11826
10,2014-12-17,103531.3,7136
11,2014-12-17,102568.68,6966
12,2014-12-17,102568.68,6966
13,2014-12-17,182271.06,11826
14,2014-12-17,182271.06,11826
15,2014-12-17,182271.06,11826
16,2014-12-17,182271.06,11826
17,2014-12-17,87042.6,6480
18,2014-12-17,87042.6,6480
19,2014-12-17,87042.6,6480
20,2014-12-17,87042.6,6480
3,2014-12-17,182271.06,11826
4,2014-12-17,182271.06,11826
5,2014-12-17,182271.06,11826
6,2014-12-17,182271.06,11826
7,2014-12-17,182271.06,11826
8,2014-12-17,182271.06,11826
9,2014-12-17,105055.3,7315
1,2014-12-18,175520.28,11388
10,2014-12-18,99684.4,6871
11,2014-12-18,98769.84,6708
12,2014-12-18,98769.84,6708
13,2014-12-18,175520.28,11388
14,2014-12-18,175520.28,11388
15,2014-12-18,175520.28,11388
16,2014-12-18,175520.28,11388
17,2014-12-18,83818.8,6240
18,2014-12-18,83818.8,6240
19,2014-12-18,83818.8,6240
20,2014-12-18,83818.8,6240
3,2014-12-18,175520.28,11388
4,2014-12-18,175520.28,11388
5,2014-12-18,175520.28,11388
6,2014-12-18,175520.28,11388
7,2014-12-18,175520.28,11388
8,2014-12-18,175520.28,11388
9,2014-12-18,101146.4,7042
1,2014-12-19,138390.99,8979
10,2014-12-19,78601.95,5419
11,2014-12-19,77876.22,5289
12,2014-12-19,77876.22,5289
13,2014-12-19,138390.99,8979
14,2014-12-19,138390.99,8979
15,2014-12-19,138390.99,8979
16,2014-12-19,138390.99,8979
17,2014-12-19,66087.9,4920
18,2014-12-19,66087.9,4920
19,2014-12-19,66087.9,4920
20,2014-12-19,66087.9,4920
3,2014-12-19,138390.99,8979
4,2014-12-19,138390.99,8979
5,2014-12-19,138390.99,8979
6,2014-12-19,138390.99,8979
7,2014-12-19,138390.99,8979
8,2014-12-19,138390.99,8979
9,2014-12-19,79755.95,5554
1,2014-12-20,114763.26,7446
10,2014-12-20,65189.3,4496
11,2014-12-20,64580.28,4386
12,2014-12-20,64580.28,4386
13,2014-12-20,114763.26,7446
14,2014-12-20,114763.26,7446
15,2014-12-20,114763.26,7446
16,2014-12-20,114763.26,7446
17,2014-12-20,54804.6,4080
18,2014-12-20,54804.6,4080
19,2014-12-20,54804.6,4080
20,2014-12-20,54804.6,4080
3,2014-12-20,114763.26,7446
4,2014-12-20,114763.26,7446
5,2014-12-20,114763.26,7446
6,2014-12-20,114763.26,7446
7,2014-12-20,114763.26,7446
8,2014-12-20,114763.26,7446
9,2014-12-20,66148.3,4608
1,2014-12-21,103511.96,6716
10,2014-12-21,58799.8,4054
11,2014-12-21,58248.88,3956
12,2014-12-21,58248.88,3956
13,2014-12-21,103511.96,6716
14,2014-12-21,103511.96,6716
15,2014-12-21,103511.96,6716
16,2014-12-21,103511.96,6716
17,2014-12-21,49431.6,3680
18,2014-12-21,49431.6,3680
19,2014-12-21,49431.6,3680
20,2014-12-21,49431.6,3680
3,2014-12-21,103511.96,6716
4,2014-12-21,103511.96,6716
5,2014-12-21,103511.96,6716
6,2014-12-21,103511.96,6716
7,2014-12-21,103511.96,6716
8,2014-12-21,103511.96,6716
9,2014-12-21,59667.8,4156
1,2014-12-22,120388.91,7811
10,2014-12-22,68386.55,4715
11,2014-12-22,67745.98,4601
12,2014-12-22,67745.98,4601
13,2014-12-22,120388.91,7811
14,2014-12-22,120388.91,7811
15,2014-12-22,120388.91,7811
16,2014-12-22,120388.91,7811
17,2014-12-22,57491.1,4280
18,2014-12-22,57491.1,4280
19,2014-12-22,57491.1,4280
20,2014-12-22,57491.1,4280
3,2014-12-22,120388.91,7811
4,2014-12-22,120388.91,7811
5,2014-12-22,120388.91,7811
6,2014-12-22,120388.91,7811
7,2014-12-22,120388.91,7811
8,2014-12-22,120388.91,7811
9,2014-12-22,69397.55,4833
1,2014-12-23,218275.22,14162
10,2014-12-23,123992.1,8546
11,2014-12-23,122829.16,8342
12,2014-12-23,122829.16,8342
13,2014-12-23,218275.22,14162
14,2014-12-23,218275.22,14162
15,2014-12-23,218275.22,14162
16,2014-12-23,218275.22,14162
17,2014-12-23,104236.2,7760
18,2014-12-23,104236.2,7760
19,2014-12-23,104236.2,7760
20,2014-12-23,104236.2,7760
3,2014-12-23,218275.22,14162
4,2014-12-23,218275.22,14162
5,2014-12-23,218275.22,14162
6,2014-12-23,218275.22,14162
7,2014-12-23,218275.22,14162
8,2014-12-23,218275.22,14162
9,2014-12-23,125822.1,8761
1,2014-12-24,171019.76,11096
10,2014-12-24,97133.8,6696
11,2014-12-24,96237.28,6536
12,2014-12-24,96237.28,6536
13,2014-12-24,171019.76,11096
14,2014-12-24,171019.76,11096
15,2014-12-24,171019.76,11096
16,2014-12-24,171019.76,11096
17,2014-12-24,81669.6,6080
18,2014-12-24,81669.6,6080
19,2014-12-24,81669.6,6080
20,2014-12-24,81669.6,6080
3,2014-12-24,171019.76,11096
4,2014-12-24,171019.76,11096
5,2014-12-24,171019.76,11096
6,2014-12-24,171019.76,11096
7,2014-12-24,171019.76,11096
8,2014-12-24,171019.76,11096
9,2014-12-24,98558.8,6863
1,2014-12-25,173270.02,11242
10,2014-12-25,98425.1,6785
11,2014-12-25,97503.56,6622
12,2014-12-25,97503.56,6622
13,2014-12-25,173270.02,11242
14,2014-12-25,173270.02,11242
15,2014-12-25,173270.02,11242
16,2014-12-25,173270.02,11242
17,2014-12-25,82744.2,6160
18,2014-12-25,82744.2,6160
19,2014-12-25,82744.2,6160
20,2014-12-25,82744.2,6160
3,2014-12-25,173270.02,11242
4,2014-12-25,173270.02,11242
5,2014-12-25,173270.02,11242
6,2014-12-25,173270.02,11242
7,2014-12-25,173270.02,11242
8,2014-12-25,173270.02,11242
9,2014-12-25,99878.1,6956
1,2014-12-26,135015.6,8760
10,2014-12-26,76695.0,5287
11,2014-12-26,75976.8,5160
12,2014-12-26,75976.8,5160
13,2014-12-26,135015.6,8760
14,2014-12-26,135015.6,8760
15,2014-12-26,135015.6,8760
16,2014-12-26,135015.6,8760
17,2014-12-26,64476.0,4800
18,2014-12-26,64476.0,4800
19,2014-12-26,64476.0,4800
20,2014-12-26,64476.0,4800
3,2014-12-26,135015.6,8760
4,2014-12-26,135015.6,8760
5,2014-12-26,135015.6,8760
6,2014-12-26,135015.6,8760
7,2014-12-26,135015.6,8760
8,2014-12-26,135015.6,8760
9,2014-12-26,77827.0,5419
1,2014-12-27,115888.39,7519
10,2014-12-27,65837.95,4538
11,2014-12-27,65213.42,4429
12,2014-12-27,65213.42,4429
13,2014-12-27,115888.39,7519
14,2014-12-27,115888.39,7519
15,2014-12-27,115888.39,7519
16,2014-12-27,115888.39,7519
17,2014-12-27,55341.9,4120
18,2014-12-27,55341.9,4120
19,2014-12-27,55341.9,4120
20,2014-12-27,55341.9,4120
3,2014-12-27,115888.39,7519
4,2014-12-27,115888.39,7519
5,2014-12-27,115888.39,7519
6,2014-12-27,115888.39,7519
7,2014-12-27,115888.39,7519
8,2014-12-27,115888.39,7519
9,2014-12-27,66812.95,4652
1,2014-12-28,118138.65,7665
10,2014-12-28,67111.25,4627
11,2014-12-28,66479.7,4515
12,2014-12-28,66479.7,4515
13,2014-12-28,118138.65,7665
14,2014-12-28,118138.65,7665
15,2014-12-28,118138.65,7665
16,2014-12-28,118138.65,7665
17,2014-12-28,56416.5,4200
18,2014-12-28,56416.5,4200
19,2014-12-28,56416.5,4200
20,2014-12-28,56416.5,4200
3,2014-12-28,118138.65,7665
4,2014-12-28,118138.65,7665
5,2014-12-28,118138.65,7665
6,2014-12-28,118138.65,7665
7,2014-12-28,118138.65,7665
8,2014-12-28,118138.65,7665
9,2014-12-28,68102.25,4742
1,2014-12-29,133890.47,8687
10,2014-12-29,76035.35,5241
11,2014-12-29,75343.66,5117
12,2014-12-29,75343.66,5117
13,2014-12-29,133890.47,8687
14,2014-12-29,133890.47,8687
15,2014-12-29,133890.47,8687
16,2014-12-29,133890.47,8687
17,2014-12-29,63938.7,4760
18,2014-12-29,63938.7,4760
19,2014-12-29,63938.7,4760
20,2014-12-29,63938.7,4760
3,2014-12-29,133890.47,8687
4,2014-12-29,133890.47,8687
5,2014-12-29,133890.47,8687
6,2014-12-29,133890.47,8687
7,2014-12-29,133890.47,8687
8,2014-12-29,133890.47,8687
9,2014-12-29,77145.35,5373
1,2014-12-30,219400.35,14235
10,2014-12-30,124623.75,8592
11,2014-12-30,123462.3,8385
12,2014-12-30,123462.3,8385
13,2014-12-30,219400.35,14235
14,2014-12-30,219400.35,14235
15,2014-12-30,219400.35,14235
16,2014-12-30,219400.35,14235
17,2014-12-30,104773.5,7800
18,2014-12-30,104773.5,7800
19,2014-12-30,104773.5,7800
20,2014-12-30,104773.5,7800
3,2014-12-30,219400.35,14235
4,2014-12-30,219400.35,14235
5,2014-12-30,219400.35,14235
6,2014-12-30,219400.35,14235
7,2014-12-30,219400.35,14235
8,2014-12-30,219400.35,14235
9,2014-12-30,126460.75,8806
1,2014-12-31,192397.23,12483
10,2014-12-31,109285.15,7533
11,2014-12-31,108266.94,7353
12,2014-12-31,108266.94,7353
13,2014-12-31,192397.23,12483
14,2014-12-31,192397.23,12483
15,2014-12-31,192397.23,12483
16,2014-12-31,192397.23,12483
17,2014-12-31,91878.3,6840
18,2014-12-31,91878.3,6840
19,2014-12-31,91878.3,6840
20,2014-12-31,91878.3,6840
3,2014-12-31,192397.23,12483
4,2014-12-31,192397.23,12483
5,2014-12-31,192397.23,12483
6,2014-12-31,192397.23,12483
7,2014-12-31,192397.23,12483
8,2014-12-31,192397.23,12483
9,2014-12-31,110893.15,7721
1,2015-01-01,159768.46,10366
10,2015-01-01,90740.3,6255
11,2015-01-01,89905.88,6106
12,2015-01-01,89905.88,6106
13,2015-01-01,159768.46,10366
14,2015-01-01,159768.46,10366
15,2015-01-01,159768.46,10366
16,2015-01-01,159768.46,10366
17,2015-01-01,76296.6,5680
18,2015-01-01,76296.6,5680
19,2015-01-01,76296.6,5680
20,2015-01-01,76296.6,5680
3,2015-01-01,159768.46,10366
4,2015-01-01,159768.46,10366
5,2015-01-01,159768.46,10366
6,2015-01-01,159768.46,10366
7,2015-01-01,159768.46,10366
8,2015-01-01,159768.46,10366
9,2015-01-01,92072.3,6411
1,2015-01-02,130515.08,8468
10,2015-01-02,74142.4,5112
11,2015-01-02,73444.24,4988
12,2015-01-02,73444.24,4988
13,2015-01-02,130515.08,8468
14,2015-01-02,130515.08,8468
15,2015-01-02,130515.08,8468
16,2015-01-02,130515.08,8468
17,2015-01-02,62326.8,4640
18,2015-01-02,62326.8,4640
19,2015-01-02,62326.8,4640
20,2015-01-02,62326.8,4640
3,2015-01-02,130515.08,8468
4,2015-01-02,130515.08,8468
5,2015-01-02,130515.08,8468
6,2015-01-02,130515.08,8468
7,2015-01-02,130515.08,8468
8,2015-01-02,130515.08,8468
9,2015-01-02,75237.4,5240
1,2015-01-03,119263.78,7738
10,2015-01-03,67749.9,4671
11,2015-01-03,67112.84,4558
12,2015-01-03,67112.84,4558
13,2015-01-03,119263.78,7738
14,2015-01-03,119263.78,7738
15,2015-01-03,119263.78,7738
16,2015-01-03,119263.78,7738
17,2015-01-03,56953.8,4240
18,2015-01-03,56953.8,4240
19,2015-01-03,56953.8,4240
20,2015-01-03,56953.8,4240
3,2015-01-03,119263.78,7738
4,2015-01-03,119263.78,7738
5,2015-01-03,119263.78,7738
6,2015-01-03,119263.78,7738
7,2015-01-03,119263.78,7738
8,2015-01-03,119263.78,7738
9,2015-01-03,68749.9,4788
1,2015-01-04,118138.65,7665
10,2015-01-04,67093.25,4625
11,2015-01-04,66479.7,4515
12,2015-01-04,66479.7,4515
13,2015-01-04,118138.65,7665
14,2015-01-04,118138.65,7665
15,2015-01-04,118138.65,7665
16,2015-01-04,118138.65,7665
17,2015-01-04,56416.5,4200
18,2015-01-04,56416.5,4200
19,2015-01-04,56416.5,4200
20,2015-01-04,56416.5,4200
3,2015-01-04,118138.65,7665
4,2015-01-04,118138.65,7665
5,2015-01-04,118138.65,7665
6,2015-01-04,118138.65,7665
7,2015-01-04,118138.65,7665
8,2015-01-04,118138.65,7665
9,2015-01-04,68074.25,4740
1,2015-01-05,131640.21,8541
10,2015-01-05,74780.05,5155
11,2015-01-05,74077.38,5031
